order_id,order_event_log_id,order_event_ts_utc,order_event_ts_utc8,order_stage,order_model,symbol,side_code,side_label,size,entry_price,strategy,order_success,linked_decision_log_id,linked_decision_stage,linked_decision_ts_utc,linked_decision_ts_utc8,linked_decision_model,linked_action,linked_reason,linked_selected_over_raw,linked_selected_over_corrected,match_type,time_delta_ms,order_event_status,order_event_attempts,source_table
716496846960198387,c4c0bea1-5a6a-439d-9ea9-fc5a38a0c95f,2026-02-11T16:09:20.261Z,2026-02-12T00:09:20.261+08:00,Exit Execution,SDM:Straddle,cmt_adausdt,SHORT,SHORT_SIDE,440.0,0.2606,,True,52ee60cb-16f2-4b82-bf82-22ef9cdd9c49,Exit Decision,2026-02-11T16:09:19.587Z,2026-02-12T00:09:19.587+08:00,SDM:Straddle,close_runner,,,,nearest_exit_decision_symbol,674,done,1,ai_logs
716498319936848627,f1267080-362b-4123-a2bf-44b3cb1a2779,2026-02-11T16:15:11.446Z,2026-02-12T00:15:11.446+08:00,Order Execution,SDM:momentum,cmt_ltcusdt,2,OPEN_SHORT,3.0,51.91,,True,3eb578fb-fb65-4202-958d-899e6735e2c9,Decision Making,2026-02-11T16:15:10.591Z,2026-02-12T00:15:10.591+08:00,AlphaGenesis-SDM-v1,SHORT,,HOLD,SHORT,nearest_decision_symbol,855,done,1,ai_logs
716498325628519155,d1f51a9f-838b-4c07-8bd5-d9de6322bf8b,2026-02-11T16:15:12.805Z,2026-02-12T00:15:12.805+08:00,Exit Execution,SDM:Straddle,cmt_xrpusdt,SHORT,SHORT_SIDE,60.0,1.3591,,True,a34f61ee-01a4-4109-b15d-f696bbbfee06,Exit Decision,2026-02-11T16:15:12.133Z,2026-02-12T00:15:12.133+08:00,SDM:Straddle,close_short,,,,nearest_exit_decision_symbol,672,done,1,ai_logs
716498390648619763,81931b7b-a83d-4e68-9f9c-03e7a30f22e9,2026-02-11T16:15:28.306Z,2026-02-12T00:15:28.306+08:00,Exit Execution,SDM:Straddle,cmt_dogeusdt,SHORT,SHORT_SIDE,600.0,0.09192,,True,ba4f7911-385a-4e4b-b400-caf18fd858aa,Exit Decision,2026-02-11T16:15:24.727Z,2026-02-12T00:15:24.727+08:00,SDM:Straddle,close_short,,,,nearest_exit_decision_symbol,3579,done,1,ai_logs
716498410399597299,878638f1-6149-46b2-be70-0563195a896f,2026-02-11T16:15:33.016Z,2026-02-12T00:15:33.016+08:00,Exit Execution,SDM:Straddle,cmt_btcusdt,SHORT,SHORT_SIDE,0.001,66706.5,,True,587fab37-e171-4b20-a02e-301bef9b2fe5,Exit Decision,2026-02-11T16:15:32.314Z,2026-02-12T00:15:32.314+08:00,SDM:Straddle,close_short,,,,nearest_exit_decision_symbol,702,done,1,ai_logs
716527372853052147,7c5529bb-fff3-4a26-8eb8-9bd1ac67047d,2026-02-11T18:10:38.203Z,2026-02-12T02:10:38.203+08:00,Exit Execution,SDM:Straddle,cmt_solusdt,SHORT,SHORT_SIDE,2.3,83.46,,True,86e20a6e-373c-4aa6-99f8-324d7c1e8092,Exit Decision,2026-02-11T18:10:37.512Z,2026-02-12T02:10:37.512+08:00,SDM:Straddle,close_runner,,,,nearest_exit_decision_symbol,691,done,1,ai_logs
716527423205671667,4ef323eb-e42a-4d79-8904-de6658985d9c,2026-02-11T18:10:50.210Z,2026-02-12T02:10:50.210+08:00,Exit Execution,SDM:Straddle,cmt_xrpusdt,SHORT,SHORT_SIDE,60.0,1.3591,,True,390c0dcb-4d50-4d4d-998f-62686d71080f,Exit Decision,2026-02-11T18:10:49.526Z,2026-02-12T02:10:49.526+08:00,SDM:Straddle,close_runner,,,,nearest_exit_decision_symbol,684,done,1,ai_logs
716527442776294131,3088b192-db19-465a-b10d-70bb895d3429,2026-02-11T18:10:54.873Z,2026-02-12T02:10:54.873+08:00,Exit Execution,SDM:Straddle,cmt_bnbusdt,SHORT,SHORT_SIDE,0.1,598.62,,True,d67442f5-7f38-4822-858f-3f72c5c4d404,Exit Decision,2026-02-11T18:10:54.190Z,2026-02-12T02:10:54.190+08:00,SDM:Straddle,close_runner,,,,nearest_exit_decision_symbol,683,done,1,ai_logs
716527459436069619,8cdd4459-4861-4dea-bb05-88a11010aea9,2026-02-11T18:10:58.844Z,2026-02-12T02:10:58.844+08:00,Exit Execution,SDM:Straddle,cmt_adausdt,SHORT,SHORT_SIDE,440.0,0.2606,,True,1dfe5023-a2ba-4e68-acfb-faa841be2426,Exit Decision,2026-02-11T18:10:58.166Z,2026-02-12T02:10:58.166+08:00,SDM:Straddle,close_runner,,,,nearest_exit_decision_symbol,678,done,1,ai_logs
716527479119938291,96ebd8dd-8c34-4d29-bb30-9bd475ae2914,2026-02-11T18:11:03.538Z,2026-02-12T02:11:03.538+08:00,Exit Execution,SDM:Straddle,cmt_btcusdt,SHORT,SHORT_SIDE,0.001,66706.5,,True,d82dbff3-2ca2-4c3b-a70f-ff46a80c795a,Exit Decision,2026-02-11T18:11:02.855Z,2026-02-12T02:11:02.855+08:00,SDM:Straddle,close_runner,,,,nearest_exit_decision_symbol,683,done,1,ai_logs
